emp_no,dept_no,from_date,to_date
464111,d005,1995-10-25,9999-01-01
464116,d007,1994-04-01,9999-01-01
464121,d006,1999-03-01,9999-01-01
464131,d001,1988-06-02,9999-01-01
464133,d005,1989-08-13,9999-01-01
464150,d004,1992-08-05,9999-01-01
464170,d005,1997-10-01,2000-03-09
464170,d008,2000-03-09,9999-01-01
464174,d006,1988-08-30,9999-01-01
464183,d004,1997-01-12,9999-01-01
464198,d001,1991-01-17,9999-01-01
464223,d003,1994-12-14,9999-01-01
464244,d006,1992-02-13,9999-01-01
464249,d004,1987-04-11,1992-09-26
464250,d008,1997-10-16,9999-01-01
464252,d008,1989-11-08,1998-06-13
464263,d001,1992-07-09,9999-01-01
464285,d002,1996-09-04,2001-12-02
464285,d007,2001-12-02,9999-01-01
464300,d005,1985-05-16,1996-03-31
464306,d009,1996-01-25,9999-01-01
464312,d004,1991-11-12,9999-01-01
464313,d005,1998-02-04,9999-01-01
464367,d004,1997-11-26,9999-01-01
464370,d002,1995-04-03,9999-01-01
464389,d007,1998-10-08,9999-01-01
464410,d008,1988-05-05,1993-10-22
464417,d004,1986-04-08,9999-01-01
464424,d004,1999-07-18,9999-01-01
464437,d004,1988-10-06,2002-06-18
464437,d006,2002-06-18,9999-01-01
464447,d002,1999-11-20,9999-01-01
464447,d003,1987-03-10,1999-11-20
464463,d007,1990-10-20,9999-01-01
464465,d002,1986-10-27,2002-03-22
464466,d005,1994-10-31,9999-01-01
464470,d004,1997-03-28,2001-11-24
464472,d004,1991-12-04,9999-01-01
464490,d005,1992-09-21,9999-01-01
464491,d007,1988-12-18,1989-08-25
464502,d004,1990-05-15,9999-01-01
464509,d002,1998-11-11,9999-01-01
464516,d003,1994-03-18,9999-01-01
464548,d007,1991-04-02,9999-01-01
464549,d005,1986-02-16,1992-02-09
464559,d005,1989-03-17,9999-01-01
464560,d003,1992-12-26,9999-01-01
464570,d007,1993-03-05,9999-01-01
464583,d005,1999-09-11,2001-06-19
464583,d008,1998-08-17,1999-09-11
464591,d004,1986-07-12,9999-01-01
464604,d004,1990-06-12,9999-01-01
464604,d006,1985-12-28,1990-06-12
464615,d004,1987-07-14,2002-05-23
464623,d004,1988-02-23,9999-01-01
464630,d004,1990-04-14,9999-01-01
464654,d007,1997-04-05,9999-01-01
464665,d007,1986-12-10,9999-01-01
464666,d004,1990-09-26,9999-01-01
464671,d001,1997-10-05,2000-09-21
464671,d007,2000-09-21,9999-01-01
464677,d009,1999-04-07,9999-01-01
464680,d004,1989-05-16,9999-01-01
464686,d007,1996-11-12,9999-01-01
464699,d004,1990-12-22,1994-01-04
464699,d006,1994-01-04,9999-01-01
464706,d002,1999-02-14,9999-01-01
464710,d005,1989-10-23,1993-02-11
464713,d005,1987-12-28,9999-01-01
464723,d004,1996-06-30,1997-07-20
464729,d004,1987-06-24,9999-01-01
464741,d004,1986-05-08,1999-01-09
464781,d001,1998-01-21,2002-05-20
464790,d004,1995-12-29,9999-01-01
464801,d004,1998-06-25,9999-01-01
464814,d004,1996-09-14,1999-04-16
464830,d004,1994-12-07,9999-01-01
464840,d004,1994-10-05,9999-01-01
464844,d007,1993-08-07,1995-04-25
464852,d003,1992-09-20,1992-10-20
464867,d007,1999-11-13,9999-01-01
464882,d001,1985-10-17,1998-11-02
464902,d007,1985-03-05,1996-09-16
464909,d004,1999-09-27,9999-01-01
464915,d005,1990-09-22,9999-01-01
464927,d005,1989-06-05,1998-12-11
464933,d004,1987-10-17,9999-01-01
464933,d005,1985-04-13,1987-10-17
464943,d004,1986-06-05,9999-01-01
464959,d005,1987-12-28,9999-01-01
464962,d005,1995-02-24,1997-01-17
464962,d008,1997-01-17,2002-08-01
464984,d004,1989-10-10,9999-01-01
464985,d005,1996-08-06,9999-01-01
464995,d005,1988-12-31,1991-10-14
464998,d007,1991-03-02,9999-01-01
465002,d005,1992-10-07,1999-04-30
465028,d005,1992-05-09,9999-01-01
465042,d007,1988-11-05,1999-09-04
465043,d009,1994-07-04,2001-03-17
465078,d005,1998-05-11,9999-01-01
465083,d004,1997-09-18,2001-10-22
465085,d009,1996-03-18,9999-01-01
465105,d003,1990-05-02,9999-01-01
465115,d008,1997-04-03,9999-01-01
465118,d005,1988-04-24,9999-01-01
465150,d005,1995-02-13,9999-01-01
465165,d005,1989-04-02,1990-03-14
465167,d005,1991-12-24,9999-01-01
465170,d003,1997-09-26,9999-01-01
465185,d005,1992-04-18,9999-01-01
465193,d007,1986-08-08,1989-05-29
465206,d001,1987-07-21,1999-10-30
465206,d007,1999-10-30,9999-01-01
465213,d008,1992-02-09,2000-08-13
465214,d005,1989-02-08,9999-01-01
465216,d001,1992-07-10,9999-01-01
465216,d003,1987-03-24,1992-07-10
465218,d004,1989-04-20,9999-01-01
465253,d004,1990-07-23,9999-01-01
465255,d004,1992-05-08,2001-07-30
465255,d006,2001-07-30,9999-01-01
465282,d005,1997-11-09,9999-01-01
465305,d006,1994-04-15,9999-01-01
465308,d004,1995-05-19,9999-01-01
465315,d007,1991-09-03,9999-01-01
465317,d002,1994-01-05,9999-01-01
465324,d009,1990-11-26,9999-01-01
465330,d007,1987-11-18,9999-01-01
465337,d001,1996-09-25,9999-01-01
465340,d007,1993-08-28,9999-01-01
465343,d001,1985-08-08,9999-01-01
465349,d004,1989-10-04,9999-01-01
465364,d004,1995-03-21,1999-03-24
465372,d004,1997-09-15,9999-01-01
465375,d004,1994-02-24,9999-01-01
465377,d004,1986-07-04,9999-01-01
465378,d005,1990-02-03,1992-06-19
465392,d007,1994-02-25,9999-01-01
465397,d004,1986-08-04,1998-06-24
465403,d007,1988-07-18,1996-01-13
465414,d005,1994-05-11,9999-01-01
465431,d004,1999-10-26,2000-01-08
465431,d005,1999-08-13,1999-10-26
465442,d006,1988-06-18,9999-01-01
465445,d007,1999-06-18,9999-01-01
465452,d008,1996-09-16,1998-02-25
465453,d004,1992-04-07,9999-01-01
465460,d004,1995-09-10,9999-01-01
465460,d005,1988-08-26,1995-09-10
465462,d004,1995-01-09,9999-01-01
465473,d006,1988-02-01,9999-01-01
465478,d002,1996-03-23,9999-01-01
465481,d002,1992-10-18,9999-01-01
465499,d002,1993-02-04,9999-01-01
465516,d005,1994-08-20,1998-08-13
465517,d004,1994-10-30,9999-01-01
465524,d003,1985-06-15,9999-01-01
465537,d005,1987-02-22,9999-01-01
465547,d007,1987-11-05,9999-01-01
465561,d005,1993-07-30,9999-01-01
465561,d006,1991-06-17,1993-07-30
465563,d005,1995-11-13,9999-01-01
465582,d005,1987-12-22,9999-01-01
465603,d007,1988-02-09,9999-01-01
465616,d009,1988-10-04,9999-01-01
465623,d004,2000-01-28,9999-01-01
465633,d007,1991-12-09,9999-01-01
465646,d002,1989-08-22,1992-06-20
465646,d007,1992-06-20,9999-01-01
465649,d009,1996-04-03,9999-01-01
465654,d008,1989-07-15,9999-01-01
465671,d004,1986-06-01,9999-01-01
465726,d002,1995-12-08,9999-01-01
465742,d009,1996-02-20,9999-01-01
465743,d002,1997-04-04,2001-02-26
465751,d004,1999-07-16,9999-01-01
465755,d008,1991-06-29,9999-01-01
465765,d004,1999-10-04,9999-01-01
465791,d002,1996-01-29,9999-01-01
465798,d008,1993-02-03,9999-01-01
465810,d005,1997-08-06,1998-04-13
465830,d004,1987-04-30,9999-01-01
465855,d005,1996-07-06,9999-01-01
465860,d004,2001-07-12,9999-01-01
465860,d005,1998-06-22,2001-07-12
465862,d006,1992-01-18,1995-06-05
465873,d004,1994-02-04,9999-01-01
465874,d004,1985-05-31,9999-01-01
465903,d009,1991-06-02,9999-01-01
465916,d009,1994-03-29,9999-01-01
465918,d008,1997-08-16,9999-01-01
465927,d005,1989-05-13,9999-01-01
465929,d009,1992-01-02,9999-01-01
465936,d002,1986-02-17,9999-01-01
465937,d002,1992-02-22,1998-08-12
465938,d004,1987-10-01,1998-07-08
465938,d006,1998-07-08,9999-01-01
465946,d004,1991-08-25,1998-11-21
465946,d009,1998-11-21,9999-01-01
465959,d001,1991-08-03,1994-04-23
465969,d004,1997-03-23,9999-01-01
466006,d002,1994-08-11,9999-01-01
466009,d007,1985-04-07,9999-01-01
466035,d001,2001-07-30,9999-01-01
466035,d007,1991-06-12,2001-07-30
466038,d007,1998-11-24,1999-01-05
466046,d007,1993-11-15,9999-01-01
466070,d005,1986-05-06,9999-01-01
466072,d004,1991-10-11,1997-10-18
466072,d009,1997-10-18,2001-12-04
466073,d007,1989-07-18,9999-01-01
466078,d003,1989-02-22,9999-01-01
466088,d005,1993-01-07,9999-01-01
466097,d004,1996-11-12,1998-07-20
466106,d005,1993-08-22,1994-10-22
466110,d008,1993-04-13,9999-01-01
466143,d004,1999-05-30,2002-05-13
466153,d007,1995-12-26,9999-01-01
466159,d003,1987-03-22,9999-01-01
466167,d006,1995-11-18,9999-01-01
466191,d001,1986-02-10,9999-01-01
466199,d007,1985-09-01,2001-12-12
466206,d002,1996-05-05,1999-02-02
466206,d003,1999-02-02,9999-01-01
466207,d005,1987-07-19,1994-04-30
466224,d004,1992-09-23,1993-05-14
466286,d004,1999-09-12,9999-01-01
466286,d005,1998-10-08,1999-09-12
466287,d007,1989-08-10,9999-01-01
466321,d003,1987-05-06,9999-01-01
466331,d009,1986-03-28,9999-01-01
466344,d005,1987-10-07,9999-01-01
466356,d005,1998-05-16,9999-01-01
466361,d002,1987-01-25,9999-01-01
466368,d004,1996-12-21,2001-01-01
466368,d009,2001-01-01,9999-01-01
466371,d005,1999-07-23,9999-01-01
466385,d002,1987-08-25,9999-01-01
466389,d004,1989-12-16,9999-01-01
466420,d007,1988-06-15,9999-01-01
466437,d005,1986-08-07,9999-01-01
466472,d004,1989-06-11,9999-01-01
466477,d003,1998-12-19,9999-01-01
466489,d009,1999-10-09,9999-01-01
466492,d005,1991-06-23,9999-01-01
466494,d004,1997-12-16,9999-01-01
466496,d005,1986-11-30,9999-01-01
466504,d002,1987-11-27,9999-01-01
466518,d001,2001-09-26,9999-01-01
466518,d003,1999-10-02,2001-09-26
466529,d002,1997-12-30,1999-09-24
466565,d009,1998-10-10,2000-08-27
466572,d001,1985-07-13,9999-01-01
466575,d006,1987-04-04,9999-01-01
466588,d002,1986-06-19,2002-06-06
466598,d005,1995-04-01,1996-02-20
466598,d008,1996-02-20,9999-01-01
466600,d001,1986-02-11,9999-01-01
466602,d001,1988-10-27,9999-01-01
466604,d008,1993-11-28,2000-05-15
466622,d005,1985-08-13,1991-11-15
466641,d004,1990-06-05,9999-01-01
466669,d004,1993-04-26,9999-01-01
466681,d005,1989-04-04,9999-01-01
466682,d009,1999-10-04,9999-01-01
466692,d007,1993-01-04,9999-01-01
466709,d004,1996-05-26,9999-01-01
466729,d005,1987-10-23,9999-01-01
466737,d009,1998-04-13,9999-01-01
466740,d007,1985-06-15,9999-01-01
466749,d005,1991-11-30,9999-01-01
466757,d004,1993-06-01,1994-03-03
466772,d004,1986-11-04,1990-09-21
466799,d005,1992-12-11,2000-04-18
466801,d007,1999-12-08,2000-12-17
466813,d004,1989-08-20,9999-01-01
466833,d005,1997-05-07,1998-10-03
466834,d005,1993-02-22,9999-01-01
466845,d001,1986-04-06,9999-01-01
466892,d004,1989-11-14,9999-01-01
466893,d005,1996-05-01,9999-01-01
466902,d005,1994-06-16,1996-05-14
466910,d004,1993-11-15,9999-01-01
466919,d004,1989-02-24,9999-01-01
466922,d004,1997-12-08,9999-01-01
466928,d007,1999-01-28,9999-01-01
466929,d001,1986-08-21,1999-12-20
466934,d007,1994-03-29,2000-06-12
466969,d005,1988-09-15,9999-01-01
466973,d005,1994-06-12,9999-01-01
466974,d005,1985-09-22,9999-01-01
466998,d004,1992-07-28,9999-01-01
467013,d004,1992-05-05,9999-01-01
467028,d006,1995-11-01,9999-01-01
467044,d008,1993-05-13,9999-01-01
467066,d004,1995-04-23,1999-03-11
467088,d004,1994-08-02,9999-01-01
467097,d005,1992-09-19,9999-01-01
467100,d002,1996-06-11,2001-03-18
467108,d003,1989-09-12,9999-01-01
467112,d002,1988-01-29,9999-01-01
467112,d003,1986-01-08,1988-01-29
467117,d005,1997-04-13,1999-07-11
467121,d007,1990-05-15,9999-01-01
467123,d007,1998-02-22,9999-01-01
467124,d002,1998-11-16,9999-01-01
467140,d007,1998-08-30,2000-10-27
467180,d004,1988-11-02,9999-01-01
467195,d005,1997-09-06,9999-01-01
467195,d008,1995-03-18,1997-09-06
467208,d005,1987-05-16,9999-01-01
467219,d009,1990-12-03,9999-01-01
467224,d009,1986-07-16,9999-01-01
467225,d008,1993-08-15,9999-01-01
467227,d005,1987-02-10,9999-01-01
467237,d006,1999-09-21,9999-01-01
467238,d008,1994-08-21,9999-01-01
467255,d005,1986-08-23,9999-01-01
467259,d004,1996-07-09,9999-01-01
467260,d007,1994-09-22,9999-01-01
467264,d005,1990-07-27,9999-01-01
467273,d004,2000-06-12,9999-01-01
467273,d005,1997-12-28,2000-06-12
467291,d004,2000-02-01,9999-01-01
467293,d005,1990-03-03,1991-01-24
467293,d008,1991-01-24,1994-12-16
467302,d002,1999-12-30,2001-03-02
467302,d003,2001-03-02,9999-01-01
467303,d005,1986-09-19,9999-01-01
467337,d005,1996-10-22,9999-01-01
467342,d003,1989-07-11,9999-01-01
467366,d005,1990-01-06,9999-01-01
467382,d005,1985-09-17,1995-11-01
467384,d004,1986-09-20,1995-08-05
467395,d007,1992-02-03,2001-10-11
467411,d004,1995-01-24,1996-11-12
467430,d005,1986-09-10,9999-01-01
467434,d004,1992-08-29,9999-01-01
467440,d001,1992-09-28,9999-01-01
467450,d007,1989-04-19,9999-01-01
467466,d007,1992-04-23,9999-01-01
467477,d004,1988-07-29,9999-01-01
467480,d002,1986-10-23,9999-01-01
467483,d004,1996-08-16,1997-03-01
467483,d006,1997-03-01,1997-03-22
467485,d002,1988-10-24,9999-01-01
467492,d009,1992-03-03,9999-01-01
467496,d004,1988-11-21,9999-01-01
467499,d004,1995-08-16,2000-11-12
467504,d004,1996-08-23,9999-01-01
467507,d004,1987-04-18,9999-01-01
467525,d009,1996-09-27,9999-01-01
467535,d008,1988-08-04,1995-06-25
467557,d005,1999-04-30,9999-01-01
467577,d008,1993-11-17,9999-01-01
467581,d004,1998-07-21,9999-01-01
467581,d005,1997-11-17,1998-07-21
467593,d007,1988-08-27,9999-01-01
467599,d002,1985-06-19,1988-03-13
467612,d004,1990-11-22,9999-01-01
467613,d009,1995-06-23,1996-06-13
467616,d004,1987-08-03,9999-01-01
467633,d007,1989-08-10,1996-09-06
467634,d007,1995-11-10,9999-01-01
467653,d003,1996-04-18,9999-01-01
467657,d001,1992-12-05,9999-01-01
467669,d007,1994-09-14,9999-01-01
467701,d007,1995-11-05,9999-01-01
467717,d004,1985-11-18,1998-09-12
467722,d007,1999-11-25,9999-01-01
467723,d004,1999-03-02,9999-01-01
467733,d008,1986-04-06,1994-06-20
467735,d002,1998-11-23,9999-01-01
467743,d004,1993-11-08,9999-01-01
467748,d004,1989-05-28,1990-09-06
467748,d006,1988-11-07,1989-05-28
467753,d005,1999-09-19,9999-01-01
467793,d001,2000-08-29,9999-01-01
467793,d007,1999-12-25,2000-08-29
467795,d001,1992-12-14,9999-01-01
467798,d004,1986-10-25,9999-01-01
467802,d005,1989-10-28,9999-01-01
467805,d002,1990-10-30,9999-01-01
467809,d004,1997-11-11,9999-01-01
467830,d006,1992-05-11,9999-01-01
467832,d005,1986-03-14,9999-01-01
467907,d005,1999-07-15,2000-08-27
467907,d008,2000-08-27,9999-01-01
467927,d004,1995-08-20,9999-01-01
467936,d006,1997-04-26,9999-01-01
467945,d004,1986-08-11,2001-06-23
467977,d003,1988-02-13,9999-01-01
468000,d005,1993-09-24,1999-06-08
468011,d007,1989-10-30,1995-03-11
468023,d005,1993-05-12,1997-10-08
468023,d008,1997-10-08,9999-01-01
468024,d002,1987-09-08,9999-01-01
468046,d004,2000-01-08,9999-01-01
468049,d005,1991-01-09,1994-08-09
468080,d001,1998-09-22,2002-03-28
468080,d007,2002-03-28,9999-01-01
468086,d004,1986-11-08,1993-03-18
468093,d004,1991-07-04,9999-01-01
468097,d005,1995-11-18,1997-05-24
468100,d001,1992-10-19,2002-07-22
468100,d007,2002-07-22,9999-01-01
468107,d007,1990-03-29,9999-01-01
468119,d001,1995-09-22,9999-01-01
468119,d007,1990-07-18,1995-09-22
468120,d003,1996-04-08,9999-01-01
468135,d004,1986-10-27,9999-01-01
468144,d009,1994-06-15,9999-01-01
468146,d004,1995-09-15,1997-01-09
468156,d006,1987-06-08,9999-01-01
468157,d009,1989-11-20,1993-05-22
468174,d004,1986-07-21,9999-01-01
468176,d005,1998-11-25,9999-01-01
468177,d007,1992-05-04,9999-01-01
468186,d007,1986-01-18,1993-12-18
468190,d003,1992-03-27,9999-01-01
468192,d007,1995-08-29,9999-01-01
468193,d004,1989-11-18,2002-05-13
468209,d002,1998-02-20,9999-01-01
468217,d008,1996-10-23,9999-01-01
468220,d001,1992-05-01,9999-01-01
468229,d005,1996-12-17,9999-01-01
468234,d001,1999-10-30,9999-01-01
468247,d005,1990-08-16,9999-01-01
468256,d004,1996-04-02,9999-01-01
468267,d007,1996-12-12,9999-01-01
468270,d003,1988-07-01,9999-01-01
468274,d006,1986-09-07,9999-01-01
468275,d007,1991-06-13,9999-01-01
468278,d009,1998-04-16,9999-01-01
468284,d004,1993-03-09,9999-01-01
468284,d005,1987-04-06,1993-03-09
468288,d005,1997-03-17,9999-01-01
468294,d005,1989-05-07,1991-10-20
468299,d007,1994-09-01,9999-01-01
468314,d003,1995-05-27,9999-01-01
468317,d008,2000-01-28,9999-01-01
468323,d004,1995-01-29,1998-05-20
468326,d005,1987-08-18,9999-01-01
468345,d008,1990-03-18,9999-01-01
468347,d002,1997-04-13,9999-01-01
468354,d003,1986-05-19,9999-01-01
468382,d005,1989-03-22,9999-01-01
468405,d007,1997-06-05,9999-01-01
468412,d004,1988-12-12,9999-01-01
468414,d007,1992-05-30,9999-01-01
468438,d007,1996-07-19,1996-11-03
468438,d009,1996-11-03,9999-01-01
468445,d004,1988-04-27,9999-01-01
468456,d006,1990-07-24,9999-01-01
468459,d008,1997-04-25,9999-01-01
468480,d004,1995-03-03,9999-01-01
468491,d007,1992-10-28,9999-01-01
468496,d006,1987-10-08,1993-10-09
468497,d001,1994-10-25,9999-01-01
468503,d004,1996-08-01,9999-01-01
468515,d006,1993-07-17,9999-01-01
468517,d004,1990-01-01,9999-01-01
468519,d009,1998-11-17,9999-01-01
468530,d004,2001-05-23,9999-01-01
468530,d008,1999-10-15,2001-05-23
468541,d005,1993-06-18,9999-01-01
468551,d005,1996-02-21,9999-01-01
468557,d009,1987-06-09,9999-01-01
468573,d004,1995-12-19,9999-01-01
468578,d006,1998-02-08,9999-01-01
468591,d001,1994-01-27,9999-01-01
468591,d003,1993-11-03,1994-01-27
468594,d001,1987-05-18,1995-10-27
468607,d003,1995-02-14,9999-01-01
468613,d004,1999-11-24,9999-01-01
468632,d007,1994-02-17,1996-09-19
468634,d005,1987-07-18,9999-01-01
468645,d004,1994-03-04,9999-01-01
468652,d007,1985-12-07,9999-01-01
468655,d002,1996-01-13,1996-01-28
468660,d002,1999-02-25,9999-01-01
468663,d004,1996-06-28,9999-01-01
468670,d007,1989-05-22,9999-01-01
468685,d005,1985-06-07,1989-09-12
468700,d009,1999-11-24,9999-01-01
468709,d004,1996-03-08,9999-01-01
468716,d005,1990-07-14,9999-01-01
468723,d007,1992-08-29,1998-09-05
468738,d005,1997-11-07,9999-01-01
468747,d005,1995-08-13,2001-09-21
468770,d001,1997-08-27,2000-02-11
468772,d004,1999-08-31,9999-01-01
468776,d002,1991-06-04,9999-01-01
468823,d007,1999-05-17,9999-01-01
468855,d005,1988-03-20,1991-06-14
468899,d005,1987-02-16,9999-01-01
468902,d007,1997-04-16,1998-06-26
468903,d004,1999-10-18,9999-01-01
468906,d007,1991-05-12,9999-01-01
468912,d008,1985-03-19,1997-05-11
468928,d007,1990-10-18,1992-12-28
468931,d004,1988-05-25,9999-01-01
468997,d008,1997-12-17,9999-01-01
469024,d002,1995-01-21,9999-01-01
469031,d009,1991-07-19,9999-01-01
469036,d005,1998-11-03,9999-01-01
469037,d008,1991-09-13,9999-01-01
469054,d007,1985-03-21,9999-01-01
469058,d004,1987-08-09,9999-01-01
469072,d006,1995-11-15,9999-01-01
469073,d003,1996-11-20,2002-02-28
469088,d004,1991-07-31,9999-01-01
469094,d001,1995-11-14,9999-01-01
469094,d007,1995-09-14,1995-11-14
469096,d008,1997-04-07,9999-01-01
469103,d007,1992-06-22,9999-01-01
469105,d007,1998-01-01,9999-01-01
469116,d005,1992-09-09,9999-01-01
469122,d005,1991-11-28,9999-01-01
469130,d004,1990-12-24,9999-01-01
469155,d001,1992-06-22,9999-01-01
469160,d003,1987-11-18,9999-01-01
469201,d007,1986-11-05,1991-08-05
469213,d004,1996-01-26,9999-01-01
469223,d005,1996-03-30,9999-01-01
469233,d002,1993-09-17,9999-01-01
469240,d004,1985-08-02,9999-01-01
469248,d009,1994-11-09,9999-01-01
469263,d006,1995-08-06,9999-01-01
469278,d009,1988-11-17,9999-01-01
469287,d002,1991-04-10,9999-01-01
469299,d005,1997-08-09,9999-01-01
469311,d004,1988-09-29,9999-01-01
469328,d005,1994-10-30,9999-01-01
469329,d005,1997-06-24,9999-01-01
469330,d005,1991-01-13,9999-01-01
469340,d004,1996-02-02,9999-01-01
469344,d005,1985-08-10,9999-01-01
469347,d005,1995-11-24,9999-01-01
469355,d004,1999-09-05,9999-01-01
469369,d005,1991-08-06,9999-01-01
469379,d008,1996-06-06,9999-01-01
469385,d009,1994-05-19,9999-01-01
469392,d003,1999-07-29,9999-01-01
469416,d004,1988-06-17,1998-08-01
469423,d005,1992-12-12,9999-01-01
469456,d009,1995-03-23,1999-07-03
469461,d005,1995-05-17,9999-01-01
469463,d004,1995-06-11,1998-09-28
469463,d008,1995-06-06,1995-06-11
469476,d001,1990-10-29,9999-01-01
469489,d001,1988-02-15,9999-01-01
469502,d004,1993-05-03,9999-01-01
469511,d001,1997-07-19,9999-01-01
469512,d003,1999-06-30,9999-01-01
469523,d005,1997-12-26,9999-01-01
469529,d006,1988-10-21,9999-01-01
469530,d004,1998-11-03,9999-01-01
469563,d004,1989-07-16,9999-01-01
469566,d005,1995-05-04,9999-01-01
469575,d007,1985-12-24,9999-01-01
469592,d009,1996-04-04,2000-06-21
469597,d007,1987-01-27,9999-01-01
469599,d005,1986-12-07,9999-01-01
469605,d004,1987-08-16,9999-01-01
469610,d004,1999-03-28,9999-01-01
469613,d005,1993-07-25,9999-01-01
469649,d005,1990-08-29,9999-01-01
469650,d002,1998-04-09,9999-01-01
469660,d004,1995-12-24,9999-01-01
469689,d005,1998-03-28,9999-01-01
469696,d002,1986-10-01,9999-01-01
469701,d005,1994-08-09,1997-01-21
469720,d004,1986-10-23,9999-01-01
469724,d004,1993-06-28,9999-01-01
469741,d005,1999-01-25,9999-01-01
469748,d008,1996-03-25,9999-01-01
469762,d001,1990-07-03,9999-01-01
469776,d002,1990-01-01,9999-01-01
469832,d005,1998-01-03,9999-01-01
469835,d005,1987-06-09,9999-01-01
469843,d004,1998-03-24,9999-01-01
469850,d004,1999-07-12,9999-01-01
469851,d005,1991-11-24,9999-01-01
469856,d004,1990-09-08,9999-01-01
469871,d009,1988-12-28,9999-01-01
469878,d005,1992-01-02,9999-01-01
469879,d005,1997-09-15,9999-01-01
469903,d005,1989-09-24,9999-01-01
469904,d001,1985-08-11,9999-01-01
469917,d007,1985-05-02,9999-01-01
469930,d007,1999-03-01,2001-11-20
469938,d007,1997-02-09,2000-02-07
469954,d004,1993-01-15,9999-01-01
469979,d009,1998-05-20,9999-01-01
469981,d008,1990-03-13,9999-01-01
469991,d006,1991-11-03,9999-01-01
469992,d001,1997-03-19,9999-01-01
469993,d005,1994-04-12,1994-04-15
470012,d007,1990-02-19,9999-01-01
470020,d004,1997-09-29,9999-01-01
470028,d009,1995-12-31,9999-01-01
470059,d003,1993-11-30,9999-01-01
470085,d004,1985-03-01,9999-01-01
470090,d001,1999-12-18,2001-03-13
470103,d001,1991-05-05,9999-01-01
470110,d001,1991-07-01,9999-01-01
470132,d007,1992-02-23,9999-01-01
470134,d004,1986-04-17,2000-07-24
470134,d009,2000-07-24,9999-01-01
470160,d005,1996-09-30,9999-01-01
470178,d007,1998-08-21,9999-01-01
470187,d006,1996-09-05,9999-01-01
470222,d005,1998-08-14,2000-07-04
470244,d004,1996-12-09,9999-01-01
470254,d003,1998-01-26,9999-01-01
470260,d003,1992-09-12,9999-01-01
470269,d003,1998-10-10,2002-01-24
470270,d004,1985-12-19,9999-01-01
470272,d008,1997-10-05,9999-01-01
470285,d005,2000-08-25,9999-01-01
470285,d008,1999-02-22,2000-08-25
470291,d005,1988-11-06,9999-01-01
470294,d007,1990-09-07,9999-01-01
