emp_no,title,from_date,to_date
432157,Senior Engineer,2000-03-31,9999-01-01
432160,Senior Staff,1999-08-11,9999-01-01
432160,Staff,1991-08-11,1999-08-11
432162,Senior Staff,1997-12-27,9999-01-01
432162,Staff,1990-12-27,1997-12-27
432170,Engineer,1996-09-03,9999-01-01
432201,Senior Staff,1994-08-14,9999-01-01
432201,Staff,1986-08-14,1994-08-14
432202,Staff,1999-10-29,9999-01-01
432208,Assistant Engineer,1989-02-10,1997-02-10
432208,Engineer,1997-02-10,9999-01-01
432215,Senior Staff,1991-07-06,9999-01-01
432231,Staff,1992-03-30,1996-08-11
432247,Engineer,1987-10-05,1992-10-04
432247,Senior Engineer,1992-10-04,9999-01-01
432276,Engineer,1993-10-28,1996-03-06
432287,Engineer,1985-10-25,1992-10-25
432287,Senior Engineer,1992-10-25,9999-01-01
432288,Senior Engineer,1986-05-21,9999-01-01
432290,Staff,1997-05-29,2001-02-24
432301,Senior Engineer,1998-12-21,9999-01-01
432305,Engineer,1988-08-01,1994-08-01
432305,Senior Engineer,1994-08-01,9999-01-01
432320,Staff,1996-01-31,1999-06-29
432328,Senior Engineer,1998-09-24,2000-10-01
432340,Engineer,1987-08-11,1993-08-10
432340,Senior Engineer,1993-08-10,9999-01-01
432369,Engineer,1990-04-30,1999-04-30
432369,Senior Engineer,1999-04-30,9999-01-01
432389,Engineer,1994-05-10,2000-05-09
432389,Senior Engineer,2000-05-09,9999-01-01
432391,Staff,1999-08-24,9999-01-01
432404,Engineer,1989-01-21,1996-01-22
432404,Senior Engineer,1996-01-22,9999-01-01
432429,Engineer,1999-09-07,9999-01-01
432432,Engineer,1998-10-02,1999-11-23
432438,Staff,1996-07-07,9999-01-01
432462,Assistant Engineer,1992-03-01,1998-03-01
432462,Engineer,1998-03-01,9999-01-01
432467,Engineer,1998-11-06,2001-12-02
432481,Engineer,1999-06-10,2002-03-05
432487,Senior Staff,1992-01-04,9999-01-01
432487,Staff,1987-01-04,1992-01-04
432495,Senior Staff,1985-06-14,9999-01-01
432502,Engineer,1997-06-25,9999-01-01
432506,Assistant Engineer,1991-08-09,1996-08-08
432506,Engineer,1996-08-08,2001-08-08
432506,Senior Engineer,2001-08-08,9999-01-01
432525,Senior Staff,1998-06-28,9999-01-01
432525,Staff,1990-06-28,1998-06-28
432530,Engineer,1993-09-30,1998-09-30
432530,Senior Engineer,1998-09-30,9999-01-01
432546,Technique Leader,1993-12-21,9999-01-01
432552,Engineer,1996-01-23,9999-01-01
432556,Senior Engineer,1994-07-23,9999-01-01
432559,Staff,1997-03-10,1998-07-24
432583,Senior Staff,1992-02-21,9999-01-01
432583,Staff,1987-02-21,1992-02-21
432586,Staff,1997-08-23,9999-01-01
432590,Engineer,1995-10-25,9999-01-01
432600,Staff,1995-10-14,9999-01-01
432605,Technique Leader,2000-01-17,9999-01-01
432609,Senior Engineer,1995-01-22,9999-01-01
432620,Senior Engineer,1993-05-17,9999-01-01
432626,Engineer,1985-11-19,1990-11-19
432626,Senior Engineer,1990-11-19,9999-01-01
432633,Engineer,1995-01-16,2002-01-16
432633,Senior Engineer,2002-01-16,9999-01-01
432640,Senior Staff,2001-01-04,9999-01-01
432640,Staff,1993-01-04,2001-01-04
432660,Engineer,1986-12-29,1993-12-29
432660,Senior Engineer,1993-12-29,9999-01-01
432684,Senior Staff,2000-10-03,9999-01-01
432684,Staff,1992-10-03,2000-10-03
432688,Engineer,1996-09-29,9999-01-01
432720,Staff,1999-04-02,9999-01-01
432727,Engineer,1989-08-08,1996-08-08
432727,Senior Engineer,1996-08-08,9999-01-01
432739,Engineer,2000-01-16,2000-11-29
432748,Senior Engineer,1998-04-08,2000-03-14
432753,Senior Engineer,1991-06-06,9999-01-01
432762,Senior Staff,1999-11-12,9999-01-01
432768,Staff,1996-04-01,9999-01-01
432769,Technique Leader,1997-09-15,9999-01-01
432771,Technique Leader,1998-10-30,9999-01-01
432783,Engineer,1987-05-05,1994-05-05
432783,Senior Engineer,1994-05-05,9999-01-01
432796,Senior Engineer,1999-01-22,9999-01-01
432799,Engineer,1992-08-30,1998-08-30
432799,Senior Engineer,1998-08-30,9999-01-01
432828,Senior Staff,1991-02-02,9999-01-01
432828,Staff,1985-02-02,1991-02-02
432832,Technique Leader,1988-08-24,1995-01-26
432837,Senior Staff,1994-10-08,9999-01-01
432837,Staff,1987-10-08,1994-10-08
432857,Technique Leader,1991-09-06,9999-01-01
432858,Senior Engineer,1993-09-01,1999-02-07
432872,Engineer,1995-08-01,1998-04-18
432881,Engineer,1988-12-10,1993-12-10
432881,Senior Engineer,1993-12-10,9999-01-01
432882,Engineer,1997-05-17,9999-01-01
432890,Senior Engineer,1999-03-07,2001-01-15
432893,Senior Engineer,1999-10-18,9999-01-01
432897,Senior Staff,1995-06-10,9999-01-01
432924,Technique Leader,1989-01-12,9999-01-01
432943,Senior Engineer,1988-01-13,9999-01-01
432959,Assistant Engineer,1985-11-11,1990-11-11
432959,Engineer,1990-11-11,1995-08-08
432964,Staff,1997-08-14,9999-01-01
432982,Senior Engineer,1995-06-23,9999-01-01
432994,Senior Engineer,1994-10-14,9999-01-01
433019,Staff,1999-03-29,9999-01-01
433021,Engineer,1991-11-23,1996-11-22
433021,Senior Engineer,1996-11-22,9999-01-01
433048,Engineer,1993-01-29,2001-01-29
433048,Senior Engineer,2001-01-29,9999-01-01
433050,Engineer,1992-04-08,2001-04-08
433050,Senior Engineer,2001-04-08,9999-01-01
433051,Assistant Engineer,1995-01-21,2000-01-21
433051,Engineer,2000-01-21,9999-01-01
433055,Engineer,1991-06-27,1996-06-26
433055,Senior Engineer,1996-06-26,9999-01-01
433066,Senior Engineer,1992-03-25,9999-01-01
433072,Staff,1995-12-30,9999-01-01
433082,Engineer,1985-08-16,1991-08-16
433082,Senior Engineer,1991-08-16,9999-01-01
433100,Engineer,1997-02-24,9999-01-01
433133,Senior Staff,1989-12-27,9999-01-01
433161,Engineer,1988-03-19,1995-03-20
433161,Senior Engineer,1995-03-20,9999-01-01
433166,Engineer,1988-09-03,1993-09-03
433166,Senior Engineer,1993-09-03,9999-01-01
433200,Senior Staff,1999-07-13,9999-01-01
433212,Senior Staff,1998-04-06,9999-01-01
433234,Senior Engineer,1992-07-10,9999-01-01
433244,Staff,1997-08-08,2000-02-01
433270,Senior Staff,1997-06-24,9999-01-01
433270,Staff,1990-06-24,1997-06-24
433275,Technique Leader,1991-04-30,9999-01-01
433282,Engineer,1986-09-27,1993-09-27
433282,Senior Engineer,1993-09-27,9999-01-01
433289,Senior Engineer,1993-01-14,9999-01-01
433291,Staff,1999-07-05,9999-01-01
433293,Engineer,1988-05-06,1994-05-06
433293,Senior Engineer,1994-05-06,9999-01-01
433295,Senior Engineer,1986-04-18,1992-07-17
433322,Technique Leader,1999-04-21,9999-01-01
433341,Senior Staff,2001-09-30,9999-01-01
433341,Staff,1993-09-30,2001-09-30
433343,Senior Staff,1992-03-27,9999-01-01
433343,Staff,1985-03-27,1992-03-27
433349,Staff,1997-06-30,1998-02-10
433351,Staff,1996-07-31,9999-01-01
433352,Staff,1999-12-22,9999-01-01
433361,Senior Staff,1997-03-06,1999-01-13
433361,Staff,1991-03-07,1997-03-06
433391,Senior Staff,1996-01-11,9999-01-01
433391,Staff,1989-01-10,1996-01-11
433411,Engineer,1989-01-24,1994-01-24
433411,Senior Engineer,1994-01-24,9999-01-01
433431,Engineer,1994-01-13,9999-01-01
433447,Senior Staff,1996-06-21,9999-01-01
433447,Staff,1989-06-21,1996-06-21
433457,Senior Staff,1995-01-30,9999-01-01
433457,Staff,1990-01-30,1995-01-30
433459,Staff,1995-10-14,9999-01-01
433507,Engineer,1985-10-17,1990-10-17
433507,Senior Engineer,1990-10-17,9999-01-01
433545,Senior Staff,1993-01-22,9999-01-01
433570,Engineer,1990-09-28,1996-09-27
433570,Senior Engineer,1996-09-27,9999-01-01
433586,Engineer,1998-08-26,9999-01-01
433609,Senior Staff,2001-10-30,9999-01-01
433609,Staff,1993-10-31,2001-10-30
433622,Senior Staff,1985-03-17,9999-01-01
433663,Engineer,1988-08-02,1995-08-03
433663,Senior Engineer,1995-08-03,9999-01-01
433669,Engineer,1995-08-23,9999-01-01
433671,Senior Staff,1999-04-01,9999-01-01
433671,Staff,1990-04-02,1999-04-01
433694,Senior Staff,1998-09-12,9999-01-01
433709,Senior Engineer,1985-08-21,9999-01-01
433710,Engineer,1985-03-06,1994-03-06
433710,Senior Engineer,1994-03-06,9999-01-01
433718,Senior Engineer,1993-10-23,9999-01-01
433724,Senior Staff,1992-01-15,9999-01-01
433734,Staff,1998-02-27,9999-01-01
433739,Senior Staff,1994-03-18,9999-01-01
433739,Staff,1989-03-18,1994-03-18
433740,Engineer,1996-02-13,1998-03-15
433746,Engineer,1993-07-06,2002-07-06
433746,Senior Engineer,2002-07-06,9999-01-01
433770,Senior Staff,1993-08-14,2000-08-19
433773,Staff,1998-07-19,1998-12-15
433781,Senior Staff,1994-01-30,9999-01-01
433805,Engineer,1987-07-12,1994-07-12
433805,Senior Engineer,1994-07-12,9999-01-01
433836,Engineer,1985-05-30,1994-05-30
433836,Senior Engineer,1994-05-30,9999-01-01
433845,Assistant Engineer,1987-06-19,1996-06-18
433845,Engineer,1996-06-18,9999-01-01
433847,Engineer,1986-02-21,1992-02-21
433847,Senior Engineer,1992-02-21,9999-01-01
433860,Senior Staff,1990-01-02,9999-01-01
433881,Technique Leader,1995-08-05,9999-01-01
433894,Staff,1990-01-15,1991-09-08
433909,Senior Staff,2002-04-08,9999-01-01
433909,Staff,1997-04-08,2002-04-08
433914,Staff,1995-01-02,1995-01-03
433923,Engineer,1994-03-09,2001-03-09
433923,Senior Engineer,2001-03-09,9999-01-01
433934,Engineer,1998-04-17,9999-01-01
433940,Engineer,2000-01-04,2000-03-16
433941,Senior Engineer,1987-10-05,9999-01-01
433950,Senior Staff,1993-05-29,1996-02-01
433952,Senior Staff,1998-12-14,9999-01-01
433952,Staff,1993-12-14,1998-12-14
433954,Staff,1991-11-12,1992-05-09
433966,Engineer,1990-03-04,1996-03-03
433966,Senior Engineer,1996-03-03,9999-01-01
433977,Senior Engineer,1990-07-03,9999-01-01
433982,Engineer,1985-10-03,1990-10-03
433982,Senior Engineer,1990-10-03,9999-01-01
433983,Engineer,1990-04-02,1997-04-01
433983,Senior Engineer,1997-04-01,9999-01-01
434001,Senior Engineer,1987-06-13,1994-05-31
434034,Senior Engineer,1987-02-06,9999-01-01
434069,Engineer,1997-06-04,2002-06-04
434069,Senior Engineer,2002-06-04,9999-01-01
434081,Senior Engineer,1997-12-11,9999-01-01
434083,Senior Staff,1992-06-22,9999-01-01
434088,Staff,1995-08-19,9999-01-01
434102,Senior Engineer,1995-03-31,9999-01-01
434104,Senior Engineer,1999-11-12,9999-01-01
434107,Engineer,1999-08-27,1999-10-13
434127,Staff,1985-08-17,1989-03-28
434137,Staff,1994-12-22,9999-01-01
434163,Engineer,1994-10-15,1999-10-15
434163,Senior Engineer,1999-10-15,9999-01-01
434179,Senior Staff,2001-03-25,9999-01-01
434179,Staff,1993-03-25,2001-03-25
434183,Senior Staff,1996-03-08,9999-01-01
434183,Staff,1991-03-09,1996-03-08
434195,Staff,1998-05-06,9999-01-01
434196,Staff,1998-04-16,9999-01-01
434211,Engineer,1997-08-21,9999-01-01
434213,Senior Staff,1995-05-25,9999-01-01
434213,Staff,1987-05-25,1995-05-25
434214,Technique Leader,1994-06-15,9999-01-01
434235,Senior Staff,1991-01-19,9999-01-01
434236,Engineer,1985-07-12,1991-07-12
434236,Senior Engineer,1991-07-12,9999-01-01
434243,Senior Staff,1994-05-26,1999-03-20
434243,Staff,1987-05-26,1994-05-26
434250,Senior Staff,1986-10-16,9999-01-01
434255,Engineer,1994-07-13,9999-01-01
434274,Engineer,1986-11-05,1995-11-05
434274,Senior Engineer,1995-11-05,9999-01-01
434280,Senior Staff,1999-04-07,2002-02-23
434298,Senior Staff,1989-07-13,9999-01-01
434325,Technique Leader,1986-12-19,9999-01-01
434352,Senior Staff,1996-09-19,9999-01-01
434352,Staff,1991-09-20,1996-09-19
434359,Staff,1994-07-18,9999-01-01
434365,Senior Staff,1996-04-23,9999-01-01
434365,Staff,1987-04-24,1996-04-23
434390,Engineer,1985-07-25,1988-09-08
434405,Senior Staff,2001-08-20,9999-01-01
434405,Staff,1995-08-21,2001-08-20
434411,Senior Staff,1996-09-06,9999-01-01
434411,Staff,1987-09-07,1996-09-06
434423,Senior Staff,1991-03-23,9999-01-01
434497,Engineer,1987-05-08,1993-05-07
434497,Senior Engineer,1993-05-07,9999-01-01
434510,Staff,1998-01-27,9999-01-01
434536,Engineer,1990-04-04,1999-04-03
434536,Senior Engineer,1999-04-03,9999-01-01
434545,Senior Staff,1992-09-22,9999-01-01
434545,Staff,1987-09-23,1992-09-22
434568,Senior Staff,1997-01-05,9999-01-01
434568,Staff,1992-01-06,1997-01-05
434593,Senior Engineer,1997-07-06,9999-01-01
434602,Engineer,1985-05-06,1993-05-06
434602,Senior Engineer,1993-05-06,9999-01-01
434606,Engineer,1988-12-10,1994-12-10
434606,Senior Engineer,1994-12-10,9999-01-01
434612,Staff,1996-01-22,1999-05-07
434639,Senior Staff,2001-11-28,9999-01-01
434639,Staff,1995-11-29,2001-11-28
434640,Engineer,1995-03-26,9999-01-01
434644,Staff,1996-02-09,9999-01-01
434650,Staff,1999-01-12,9999-01-01
434661,Staff,1996-07-06,9999-01-01
434671,Staff,1997-06-30,2001-03-09
434676,Engineer,1993-11-21,1998-04-19
434679,Senior Staff,1992-07-16,9999-01-01
434679,Staff,1987-07-17,1992-07-16
434681,Senior Engineer,1997-08-26,9999-01-01
434682,Senior Staff,1999-07-14,9999-01-01
434682,Staff,1992-07-13,1999-07-14
434683,Staff,1988-09-16,1991-08-10
434685,Engineer,1996-07-31,9999-01-01
434686,Senior Staff,1996-03-19,9999-01-01
434700,Engineer,1987-01-15,1996-01-15
434700,Senior Engineer,1996-01-15,9999-01-01
434703,Senior Staff,2001-06-04,9999-01-01
434703,Staff,1995-06-05,2001-06-04
434708,Senior Staff,1998-10-12,9999-01-01
434708,Staff,1990-10-12,1998-10-12
434717,Engineer,1987-11-11,1992-11-10
434717,Senior Engineer,1992-11-10,1997-07-23
434719,Senior Staff,1998-04-11,9999-01-01
434719,Staff,1990-04-11,1998-04-11
434734,Senior Staff,1994-08-04,2001-01-07
434742,Technique Leader,1985-09-14,9999-01-01
434750,Technique Leader,1998-03-30,2000-06-02
434755,Senior Engineer,1991-04-22,9999-01-01
434756,Senior Staff,1991-11-23,9999-01-01
434795,Engineer,1989-12-05,1996-12-05
434795,Senior Engineer,1996-12-05,2001-06-06
434810,Senior Staff,2001-01-26,9999-01-01
434810,Staff,1996-01-27,2001-01-26
434814,Technique Leader,1996-08-09,9999-01-01
434833,Senior Staff,1987-12-18,9999-01-01
434834,Engineer,1993-08-28,9999-01-01
434843,Assistant Engineer,1996-02-11,1999-06-17
434878,Engineer,1997-09-22,9999-01-01
434888,Engineer,1999-08-04,9999-01-01
434927,Senior Staff,1996-05-13,9999-01-01
434927,Staff,1988-05-13,1996-05-13
434929,Engineer,1988-05-04,1994-05-04
434929,Senior Engineer,1994-05-04,9999-01-01
434950,Engineer,1987-06-14,1994-06-14
434950,Senior Engineer,1994-06-14,9999-01-01
434959,Staff,1993-08-10,1994-09-18
434962,Senior Staff,1986-05-05,9999-01-01
434982,Engineer,1988-04-23,1994-04-23
434982,Senior Engineer,1994-04-23,9999-01-01
434992,Senior Staff,1993-02-26,9999-01-01
435025,Senior Engineer,1987-06-04,9999-01-01
435033,Senior Staff,1997-03-22,9999-01-01
435034,Senior Staff,1999-08-31,9999-01-01
435034,Staff,1990-08-31,1999-08-31
435042,Staff,1995-10-09,9999-01-01
435045,Engineer,1998-09-01,2001-06-05
435062,Senior Staff,2001-11-18,9999-01-01
435062,Staff,1996-11-18,2001-11-18
435075,Senior Engineer,1995-04-26,1995-04-30
435084,Engineer,1994-03-09,2001-03-09
435084,Senior Engineer,2001-03-09,9999-01-01
435085,Engineer,1986-07-01,1994-07-01
435085,Senior Engineer,1994-07-01,9999-01-01
435094,Senior Staff,1996-12-24,9999-01-01
435094,Staff,1991-12-25,1996-12-24
435113,Senior Engineer,1991-11-14,9999-01-01
435121,Staff,1997-07-29,9999-01-01
435132,Engineer,1993-05-14,2002-05-14
435132,Senior Engineer,2002-05-14,9999-01-01
435152,Technique Leader,1986-03-01,9999-01-01
435153,Engineer,1999-10-23,2002-02-03
435160,Engineer,1991-12-08,1998-12-08
435160,Senior Engineer,1998-12-08,9999-01-01
435171,Senior Engineer,1999-09-05,9999-01-01
435187,Senior Staff,2000-10-23,9999-01-01
435187,Staff,1994-10-24,2000-10-23
435195,Technique Leader,1990-03-11,9999-01-01
435215,Engineer,1986-02-05,1993-02-05
435215,Senior Engineer,1993-02-05,9999-01-01
435222,Senior Engineer,1996-07-24,9999-01-01
435226,Senior Staff,1994-06-11,1996-02-26
435232,Senior Staff,2001-09-11,9999-01-01
435232,Staff,1996-09-11,2001-09-11
435243,Engineer,1986-11-02,1993-11-02
435243,Senior Engineer,1993-11-02,9999-01-01
435248,Senior Staff,1995-07-09,9999-01-01
435248,Staff,1989-07-10,1995-07-09
435256,Senior Engineer,1991-09-15,9999-01-01
435276,Staff,1997-07-02,9999-01-01
435299,Engineer,1993-01-02,1995-12-22
435306,Staff,1998-10-21,9999-01-01
435313,Senior Staff,1988-11-09,9999-01-01
435320,Assistant Engineer,1986-12-28,1991-12-28
435320,Engineer,1991-12-28,1996-12-27
435320,Senior Engineer,1996-12-27,9999-01-01
435334,Engineer,1998-03-10,2001-09-03
435336,Engineer,1994-03-31,9999-01-01
435338,Engineer,1989-05-22,1998-05-22
435338,Senior Engineer,1998-05-22,9999-01-01
435347,Senior Staff,1997-10-23,9999-01-01
435347,Staff,1988-10-23,1997-10-23
435365,Staff,2000-01-26,9999-01-01
435368,Senior Staff,2001-05-07,9999-01-01
435368,Staff,1993-05-07,2001-05-07
435375,Engineer,1989-09-14,1995-09-14
435375,Senior Engineer,1995-09-14,1996-08-06
435397,Engineer,1994-04-15,1999-04-15
435397,Senior Engineer,1999-04-15,9999-01-01
435408,Senior Staff,1997-09-07,9999-01-01
435408,Staff,1989-09-07,1997-09-07
435418,Technique Leader,1992-06-12,9999-01-01
435440,Engineer,1987-12-02,1993-12-01
435440,Senior Engineer,1993-12-01,1996-03-19
435449,Senior Staff,1996-07-15,9999-01-01
435449,Staff,1989-07-15,1996-07-15
435450,Senior Staff,1997-01-28,9999-01-01
435450,Staff,1991-01-29,1997-01-28
435461,Senior Staff,1994-09-24,9999-01-01
435461,Staff,1985-09-24,1994-09-24
435464,Senior Engineer,1995-10-18,9999-01-01
435490,Engineer,1999-04-05,9999-01-01
435499,Engineer,1998-07-22,9999-01-01
435511,Senior Staff,1994-02-28,1994-12-29
435523,Senior Staff,1995-02-15,1995-06-09
435523,Staff,1989-02-15,1995-02-15
435527,Senior Staff,1991-07-21,1998-07-25
435527,Staff,1985-07-21,1991-07-21
435569,Senior Staff,1999-01-07,9999-01-01
435569,Staff,1992-01-07,1999-01-07
435575,Technique Leader,1998-08-18,9999-01-01
435593,Engineer,1999-07-22,9999-01-01
435616,Staff,1998-01-21,9999-01-01
435619,Senior Staff,1997-02-14,9999-01-01
435619,Staff,1988-02-15,1997-02-14
435622,Staff,1991-05-01,1995-10-13
435629,Senior Staff,1992-04-01,9999-01-01
435629,Staff,1987-04-02,1992-04-01
435642,Senior Staff,2002-04-21,9999-01-01
435642,Staff,1997-04-21,2002-04-21
435644,Senior Engineer,1997-06-05,1999-07-29
435657,Senior Staff,1996-07-05,9999-01-01
435657,Staff,1987-07-06,1996-07-05
435658,Engineer,1999-06-01,2001-12-06
435669,Senior Staff,1993-08-13,2002-02-28
435669,Staff,1987-08-14,1993-08-13
435673,Senior Staff,1999-11-06,9999-01-01
435673,Staff,1992-11-05,1999-11-06
435675,Senior Staff,1985-03-01,9999-01-01
435697,Engineer,1985-03-23,1992-03-23
435697,Senior Engineer,1992-03-23,9999-01-01
435703,Engineer,1992-12-30,1996-05-27
435711,Senior Engineer,1993-08-20,9999-01-01
435720,Engineer,1998-03-03,9999-01-01
435770,Staff,1993-05-13,1993-10-09
435787,Engineer,1995-07-16,2001-07-15
435787,Senior Engineer,2001-07-15,9999-01-01
435791,Engineer,1994-03-07,1999-03-07
435791,Senior Engineer,1999-03-07,9999-01-01
435797,Staff,1988-11-01,1992-04-12
435816,Senior Staff,1998-04-18,9999-01-01
435816,Staff,1993-04-18,1998-04-18
435827,Engineer,1992-04-21,1998-04-21
435827,Senior Engineer,1998-04-21,9999-01-01
435828,Engineer,1985-07-06,1993-07-06
435828,Senior Engineer,1993-07-06,9999-01-01
435839,Technique Leader,1993-06-22,9999-01-01
435863,Senior Engineer,1990-10-22,9999-01-01
435864,Assistant Engineer,1996-03-13,2000-08-21
435867,Engineer,1991-10-14,1998-10-14
435867,Senior Engineer,1998-10-14,9999-01-01
435868,Staff,1995-05-19,9999-01-01
435876,Staff,1998-06-17,9999-01-01
435898,Engineer,1996-04-29,2002-04-29
435898,Senior Engineer,2002-04-29,9999-01-01
435899,Engineer,1999-01-13,9999-01-01
435904,Engineer,1996-07-23,1996-12-23
435919,Senior Staff,2000-12-30,9999-01-01
435919,Staff,1995-12-31,2000-12-30
435920,Senior Staff,1992-05-06,9999-01-01
435920,Staff,1987-05-07,1992-05-06
435973,Staff,1998-05-26,9999-01-01
435975,Assistant Engineer,1990-12-12,1999-12-12
435975,Engineer,1999-12-12,9999-01-01
435984,Staff,1994-12-10,9999-01-01
435992,Senior Engineer,1986-01-27,9999-01-01
435996,Engineer,1997-12-05,2001-03-06
435999,Senior Staff,1998-10-19,9999-01-01
435999,Staff,1992-10-19,1998-10-19
436002,Assistant Engineer,1986-05-26,1993-05-26
436002,Engineer,1993-05-26,2000-05-26
436002,Senior Engineer,2000-05-26,9999-01-01
436006,Senior Engineer,1986-04-19,9999-01-01
436025,Engineer,1988-05-01,1993-05-01
436025,Senior Engineer,1993-05-01,2000-02-09
436029,Senior Engineer,1996-01-23,9999-01-01
436034,Engineer,1988-01-25,1989-10-21
436050,Assistant Engineer,1990-03-07,1997-03-07
436050,Engineer,1997-03-07,9999-01-01
436051,Senior Staff,1989-03-03,9999-01-01
436064,Engineer,1987-07-08,1996-07-07
436064,Senior Engineer,1996-07-07,9999-01-01
436065,Senior Staff,1995-10-11,1995-10-29
436074,Engineer,1991-02-07,1999-02-07
436074,Senior Engineer,1999-02-07,9999-01-01
436088,Senior Engineer,1993-07-15,9999-01-01
436097,Senior Staff,1990-10-26,9999-01-01
436097,Staff,1985-10-26,1990-10-26
436098,Engineer,1997-07-19,2002-07-19
436098,Senior Engineer,2002-07-19,9999-01-01
436101,Engineer,1997-12-18,9999-01-01
436106,Senior Engineer,1990-05-04,9999-01-01
436135,Senior Staff,1998-01-01,9999-01-01
436135,Staff,1992-01-02,1998-01-01
436148,Senior Staff,1993-12-12,9999-01-01
436148,Staff,1986-12-12,1993-12-12
436160,Staff,1998-10-02,1999-03-18
436162,Assistant Engineer,1993-06-11,2000-06-11
436162,Engineer,2000-06-11,9999-01-01
436182,Staff,1998-06-13,1999-01-06
436184,Senior Staff,1998-05-04,9999-01-01
436184,Staff,1989-05-04,1998-05-04
436197,Senior Staff,1992-11-18,9999-01-01
436201,Engineer,1990-11-28,1995-07-23
